FIPS,pop,Property Values,Kirwan Opportunity Index,total_reviews,mean_rating,avg_sent,business_ct,log_reviews,log_business_ct,crime_ct,med_income,log_pop,log_crimes
530800,1394,52100,-1.466387,3640,4.1125,0.2179337497355768,24,8.199738960630786,3.1780538303479458,48.0,55180,7.2399325913204695,3.871201010907891
531100,946,89800,-1.128829,1081,4.363636363636363,0.2743496618112541,11,6.985641817639208,2.3978952727983707,22.0,54795,6.852242569051878,3.091042453358316
531600,1644,64000,-0.968224,2859,3.988888888888889,0.19517087067899982,18,7.958227192322312,2.8903717578961645,56.0,55163,7.404887575616125,4.02535169073515
533000,1426,89800,-1.021324,192,3.925,0.24970157565371498,4,5.2574953720277815,1.3862943611198906,51.0,54260,7.262628600974241,3.9318256327243257
533300,1196,49100,-0.761447,201,4.233333333333333,0.22205855521155826,3,5.303304908059076,1.0986122886681098,34.0,54417,7.086737934510577,3.5263605246161616
533400,2215,72300,-0.890928,2587,3.9947368421052634,0.19084779330147353,19,7.8582541821860294,2.9444389791664403,40.0,55911,7.703007682479236,3.6888794541139363
535200,2019,50900,-1.067575,1945,4.046666666666667,0.2422078544220773,15,7.573017256052546,2.70805020110221,92.0,58372,7.610357618312838,4.5217885770490405
535600,3727,94900,-0.310827,1231,4.242857142857143,0.2521078743315828,7,7.115582126184454,1.9459101490553132,37.0,58797,8.223358899479258,3.6109179126442243
536400,2145,53600,-0.914804,1635,4.194444444444445,0.21629154913026014,18,7.399398083331354,2.8903717578961645,67.0,53628,7.6708948313621175,4.204692619390966
536800,1667,65800,-0.498933,1831,4.092307692307693,0.1656110256362709,13,7.5126175446745105,2.5649493574615367,41.0,59460,7.418780882750794,3.713572066704308
537600,3365,75400,-0.552991,2138,3.9444444444444446,0.17308304971180527,18,7.6676260915849905,2.8903717578961645,59.0,58863,8.121183242078828,4.07753744390572
540200,3183,55000,-0.625082,2207,4.3149999999999995,0.2488968741884557,20,7.699389406256737,2.995732273553991,91.0,61573,8.065579427282092,4.51085950651685
540400,2632,95600,-0.517123,6035,4.08,0.19300636955671174,25,8.705331133531631,3.2188758248682006,55.0,60914,7.875499292445208,4.007333185232471
540500,3466,77800,-0.419506,2498,4.096296296296296,0.22045430970177246,27,7.823245690685523,3.295836866004329,50.0,59135,8.150756470275551,3.912023005428146
540700,3193,61700,-0.483171,1943,4.046153846153846,0.23172952119394286,13,7.57198844937744,2.5649493574615367,68.0,57438,8.068716192714781,4.219507705176107
543500,1210,73100,-1.665733,161,4.425,0.23042796472037086,4,5.081404364984463,1.3862943611198906,38.0,54025,7.098375638590786,3.6375861597263857
545200,2641,63900,-0.902017,2612,4.2125,0.23545701522981555,16,7.867871490396322,2.772588722239781,62.0,54666,7.878912912297133,4.127134385045092
545700,2925,73900,-0.752856,9342,3.8000000000000003,0.19785339786008557,12,9.142275641062053,2.4849066497880004,51.0,57154,7.981049759665957,3.9318256327243257
